student_id,company,role,package_lpa,eligible,skill_match_pct,missing_skills
6,Deloitte,Analyst,6.0,1,50.0,"Communication Skills, Data Analysis"
6,Amazon,SDE-1,18.0,1,40.0,"System Design, Java, Python"
6,Adobe,Member Technical Staff,20.0,0,50.0,"Java, Problem Solving"
6,Flipkart,SDE-1,16.0,0,50.0,"Java, REST API"
6,Microsoft,SDE-1,22.0,0,40.0,"C++, System Design, Operating Systems"
6,Google,SWE,25.0,0,40.0,"System Design, Python, Computer Networks"
6,Wipro,Project Engineer,3.8,0,33.3,"C++, Operating Systems"
6,Cognizant,Programmer Analyst,4.0,0,33.3,"Java, Problem Solving"
6,Zoho,Software Developer,6.5,0,25.0,"Java, C++, DBMS"
6,Mu Sigma,Data Analyst,7.0,0,25.0,"Python, Statistics, Data Analysis"
6,Persistent Systems,Software Engineer,5.5,0,25.0,"Java, Python, Git"
6,Fractal Analytics,Data Scientist,9.0,0,20.0,"Python, Machine Learning, Statistics, Pandas"
6,Infosys,Systems Engineer,4.0,0,0.0,"Java, Python, DBMS, Communication Skills"
6,Accenture,Associate Software Engineer,4.5,0,0.0,"Java, Python, Communication Skills, Agile"
6,Capgemini,Software Engineer,4.2,0,0.0,"C++, Java, DBMS"
6,TechMahindra,Software Engineer,3.6,0,0.0,"Java, Networking, Communication Skills"
7,Accenture,Associate Software Engineer,4.5,1,75.0,Java
7,Infosys,Systems Engineer,4.0,1,50.0,"Java, DBMS"
7,Deloitte,Analyst,6.0,1,50.0,"Excel, SQL"
7,Mu Sigma,Data Analyst,7.0,1,50.0,"Statistics, SQL"
7,Persistent Systems,Software Engineer,5.5,0,50.0,"Java, Data Structures"
7,TechMahindra,Software Engineer,3.6,0,33.3,"Java, Networking"
7,TCS,Assistant System Engineer,3.5,0,25.0,"Data Structures, Java, SQL"
7,Tredence,Business Analyst,8.0,0,25.0,"SQL, Power BI, Excel"
7,Amazon,SDE-1,18.0,0,20.0,"Data Structures, Algorithms, System Design, Java"
7,Google,SWE,25.0,0,20.0,"Data Structures, Algorithms, System Design, Computer Networks"
7,Fractal Analytics,Data Scientist,9.0,0,20.0,"Machine Learning, Statistics, SQL, Pandas"
7,Wipro,Project Engineer,3.8,0,0.0,"C++, Data Structures, Operating Systems"
7,Cognizant,Programmer Analyst,4.0,0,0.0,"Java, SQL, Problem Solving"
7,Capgemini,Software Engineer,4.2,0,0.0,"C++, Java, DBMS"
7,HCL,Software Engineer,4.0,0,0.0,"C, Data Structures, SQL"
7,Microsoft,SDE-1,22.0,0,0.0,"Data Structures, Algorithms, C++, System Design, Operating Systems"
7,Adobe,Member Technical Staff,20.0,0,0.0,"Data Structures, Algorithms, Java, Problem Solving"
7,Flipkart,SDE-1,16.0,0,0.0,"Data Structures, Algorithms, Java, REST API"
7,Zoho,Software Developer,6.5,0,0.0,"Java, C++, Data Structures, DBMS"
7,LTIMindtree,Software Engineer,4.0,0,0.0,"Java, SQL, Data Structures"
8,Flipkart,SDE-1,16.0,1,75.0,Java
8,Persistent Systems,Software Engineer,5.5,1,75.0,Java
8,Amazon,SDE-1,18.0,1,60.0,"System Design, Java"
8,Accenture,Associate Software Engineer,4.5,1,50.0,"Java, Communication Skills"
8,Adobe,Member Technical Staff,20.0,1,50.0,"Java, Problem Solving"
8,Microsoft,SDE-1,22.0,1,40.0,"C++, System Design, Operating Systems"
8,Fractal Analytics,Data Scientist,9.0,1,40.0,"Machine Learning, Statistics, SQL"
8,Google,SWE,25.0,0,80.0,System Design
8,Wipro,Project Engineer,3.8,0,33.3,"C++, Operating Systems"
8,HCL,Software Engineer,4.0,0,33.3,"C, SQL"
8,LTIMindtree,Software Engineer,4.0,0,33.3,"Java, SQL"
8,TCS,Assistant System Engineer,3.5,0,25.0,"Java, SQL, Communication Skills"
8,Infosys,Systems Engineer,4.0,0,25.0,"Java, DBMS, Communication Skills"
8,Zoho,Software Developer,6.5,0,25.0,"Java, C++, DBMS"
8,Mu Sigma,Data Analyst,7.0,0,25.0,"Statistics, Data Analysis, SQL"
8,Tredence,Business Analyst,8.0,0,25.0,"SQL, Excel, Data Analysis"
8,Cognizant,Programmer Analyst,4.0,0,0.0,"Java, SQL, Problem Solving"
8,Capgemini,Software Engineer,4.2,0,0.0,"C++, Java, DBMS"
8,TechMahindra,Software Engineer,3.6,0,0.0,"Java, Networking, Communication Skills"
8,Deloitte,Analyst,6.0,0,0.0,"Excel, SQL, Communication Skills, Data Analysis"
9,TCS,Assistant System Engineer,3.5,1,50.0,"Data Structures, Java"
9,Deloitte,Analyst,6.0,1,50.0,"Excel, Data Analysis"
9,Cognizant,Programmer Analyst,4.0,0,33.3,"Java, Problem Solving"
9,TechMahindra,Software Engineer,3.6,0,33.3,"Java, Networking"
9,HCL,Software Engineer,4.0,0,33.3,"C, Data Structures"
9,LTIMindtree,Software Engineer,4.0,0,33.3,"Java, Data Structures"
9,Infosys,Systems Engineer,4.0,0,25.0,"Java, Python, DBMS"
9,Accenture,Associate Software Engineer,4.5,0,25.0,"Java, Python, Agile"
9,Mu Sigma,Data Analyst,7.0,0,25.0,"Python, Statistics, Data Analysis"
9,Tredence,Business Analyst,8.0,0,25.0,"Power BI, Excel, Data Analysis"
9,Fractal Analytics,Data Scientist,9.0,0,20.0,"Python, Machine Learning, Statistics, Pandas"
9,Wipro,Project Engineer,3.8,0,0.0,"C++, Data Structures, Operating Systems"
9,Capgemini,Software Engineer,4.2,0,0.0,"C++, Java, DBMS"
9,Amazon,SDE-1,18.0,0,0.0,"Data Structures, Algorithms, System Design, Java, Python"
9,Microsoft,SDE-1,22.0,0,0.0,"Data Structures, Algorithms, C++, System Design, Operating Systems"
9,Google,SWE,25.0,0,0.0,"Data Structures, Algorithms, System Design, Python, Computer Networks"
9,Adobe,Member Technical Staff,20.0,0,0.0,"Data Structures, Algorithms, Java, Problem Solving"
9,Flipkart,SDE-1,16.0,0,0.0,"Data Structures, Algorithms, Java, REST API"
9,Zoho,Software Developer,6.5,0,0.0,"Java, C++, Data Structures, DBMS"
9,Persistent Systems,Software Engineer,5.5,0,0.0,"Java, Python, Data Structures, Git"
10,Accenture,Associate Software Engineer,4.5,1,50.0,"Java, Python"
10,Deloitte,Analyst,6.0,1,50.0,"SQL, Data Analysis"
10,Tredence,Business Analyst,8.0,1,50.0,"SQL, Data Analysis"
10,Google,SWE,25.0,0,40.0,"Data Structures, Algorithms, Python"
10,Cognizant,Programmer Analyst,4.0,0,33.3,"Java, SQL"
10,TechMahindra,Software Engineer,3.6,0,33.3,"Java, Networking"
10,TCS,Assistant System Engineer,3.5,0,25.0,"Data Structures, Java, SQL"
10,Infosys,Systems Engineer,4.0,0,25.0,"Java, Python, DBMS"
10,Adobe,Member Technical Staff,20.0,0,25.0,"Data Structures, Algorithms, Java"
10,Amazon,SDE-1,18.0,0,20.0,"Data Structures, Algorithms, Java, Python"
10,Microsoft,SDE-1,22.0,0,20.0,"Data Structures, Algorithms, C++, Operating Systems"
10,Fractal Analytics,Data Scientist,9.0,0,20.0,"Python, Machine Learning, Statistics, SQL"
10,Wipro,Project Engineer,3.8,0,0.0,"C++, Data Structures, Operating Systems"
10,Capgemini,Software Engineer,4.2,0,0.0,"C++, Java, DBMS"
10,HCL,Software Engineer,4.0,0,0.0,"C, Data Structures, SQL"
10,Flipkart,SDE-1,16.0,0,0.0,"Data Structures, Algorithms, Java, REST API"
10,Zoho,Software Developer,6.5,0,0.0,"Java, C++, Data Structures, DBMS"
10,Mu Sigma,Data Analyst,7.0,0,0.0,"Python, Statistics, Data Analysis, SQL"
10,LTIMindtree,Software Engineer,4.0,0,0.0,"Java, SQL, Data Structures"
10,Persistent Systems,Software Engineer,5.5,0,0.0,"Java, Python, Data Structures, Git"
11,Amazon,SDE-1,18.0,0,40.0,"Data Structures, Algorithms, Java"
11,Microsoft,SDE-1,22.0,0,40.0,"Data Structures, Algorithms, Operating Systems"
11,Google,SWE,25.0,0,40.0,"Data Structures, Algorithms, Computer Networks"
11,Wipro,Project Engineer,3.8,0,33.3,"Data Structures, Operating Systems"
11,Cognizant,Programmer Analyst,4.0,0,33.3,"Java, SQL"
11,Capgemini,Software Engineer,4.2,0,33.3,"Java, DBMS"
11,HCL,Software Engineer,4.0,0,33.3,"Data Structures, SQL"
11,Infosys,Systems Engineer,4.0,0,25.0,"Java, DBMS, Communication Skills"
11,Accenture,Associate Software Engineer,4.5,0,25.0,"Java, Communication Skills, Agile"
11,Adobe,Member Technical Staff,20.0,0,25.0,"Data Structures, Algorithms, Java"
11,Zoho,Software Developer,6.5,0,25.0,"Java, Data Structures, DBMS"
11,Mu Sigma,Data Analyst,7.0,0,25.0,"Statistics, Data Analysis, SQL"
11,Persistent Systems,Software Engineer,5.5,0,25.0,"Java, Data Structures, Git"
11,Fractal Analytics,Data Scientist,9.0,0,20.0,"Machine Learning, Statistics, SQL, Pandas"
11,TCS,Assistant System Engineer,3.5,0,0.0,"Data Structures, Java, SQL, Communication Skills"
11,TechMahindra,Software Engineer,3.6,0,0.0,"Java, Networking, Communication Skills"
11,Flipkart,SDE-1,16.0,0,0.0,"Data Structures, Algorithms, Java, REST API"
11,Deloitte,Analyst,6.0,0,0.0,"Excel, SQL, Communication Skills, Data Analysis"
11,Tredence,Business Analyst,8.0,0,0.0,"SQL, Power BI, Excel, Data Analysis"
11,LTIMindtree,Software Engineer,4.0,0,0.0,"Java, SQL, Data Structures"
12,Mu Sigma,Data Analyst,7.0,0,25.0,"Python, Data Analysis, SQL"
12,Google,SWE,25.0,0,20.0,"Data Structures, Algorithms, System Design, Python"
12,Fractal Analytics,Data Scientist,9.0,0,20.0,"Python, Machine Learning, SQL, Pandas"
12,TCS,Assistant System Engineer,3.5,0,0.0,"Data Structures, Java, SQL, Communication Skills"
12,Infosys,Systems Engineer,4.0,0,0.0,"Java, Python, DBMS, Communication Skills"
12,Wipro,Project Engineer,3.8,0,0.0,"C++, Data Structures, Operating Systems"
12,Cognizant,Programmer Analyst,4.0,0,0.0,"Java, SQL, Problem Solving"
12,Accenture,Associate Software Engineer,4.5,0,0.0,"Java, Python, Communication Skills, Agile"
12,Capgemini,Software Engineer,4.2,0,0.0,"C++, Java, DBMS"
12,TechMahindra,Software Engineer,3.6,0,0.0,"Java, Networking, Communication Skills"
12,HCL,Software Engineer,4.0,0,0.0,"C, Data Structures, SQL"
12,Amazon,SDE-1,18.0,0,0.0,"Data Structures, Algorithms, System Design, Java, Python"
12,Microsoft,SDE-1,22.0,0,0.0,"Data Structures, Algorithms, C++, System Design, Operating Systems"
12,Adobe,Member Technical Staff,20.0,0,0.0,"Data Structures, Algorithms, Java, Problem Solving"
12,Flipkart,SDE-1,16.0,0,0.0,"Data Structures, Algorithms, Java, REST API"
12,Deloitte,Analyst,6.0,0,0.0,"Excel, SQL, Communication Skills, Data Analysis"
12,Zoho,Software Developer,6.5,0,0.0,"Java, C++, Data Structures, DBMS"
12,Tredence,Business Analyst,8.0,0,0.0,"SQL, Power BI, Excel, Data Analysis"
12,LTIMindtree,Software Engineer,4.0,0,0.0,"Java, SQL, Data Structures"
12,Persistent Systems,Software Engineer,5.5,0,0.0,"Java, Python, Data Structures, Git"
13,Persistent Systems,Software Engineer,5.5,0,25.0,"Java, Python, Data Structures"
13,Google,SWE,25.0,0,20.0,"Data Structures, Algorithms, System Design, Python"
13,TCS,Assistant System Engineer,3.5,0,0.0,"Data Structures, Java, SQL, Communication Skills"
13,Infosys,Systems Engineer,4.0,0,0.0,"Java, Python, DBMS, Communication Skills"
13,Wipro,Project Engineer,3.8,0,0.0,"C++, Data Structures, Operating Systems"
13,Cognizant,Programmer Analyst,4.0,0,0.0,"Java, SQL, Problem Solving"
13,Accenture,Associate Software Engineer,4.5,0,0.0,"Java, Python, Communication Skills, Agile"
13,Capgemini,Software Engineer,4.2,0,0.0,"C++, Java, DBMS"
13,TechMahindra,Software Engineer,3.6,0,0.0,"Java, Networking, Communication Skills"
13,HCL,Software Engineer,4.0,0,0.0,"C, Data Structures, SQL"
13,Amazon,SDE-1,18.0,0,0.0,"Data Structures, Algorithms, System Design, Java, Python"
13,Microsoft,SDE-1,22.0,0,0.0,"Data Structures, Algorithms, C++, System Design, Operating Systems"
13,Adobe,Member Technical Staff,20.0,0,0.0,"Data Structures, Algorithms, Java, Problem Solving"
13,Flipkart,SDE-1,16.0,0,0.0,"Data Structures, Algorithms, Java, REST API"
13,Deloitte,Analyst,6.0,0,0.0,"Excel, SQL, Communication Skills, Data Analysis"
13,Zoho,Software Developer,6.5,0,0.0,"Java, C++, Data Structures, DBMS"
13,Mu Sigma,Data Analyst,7.0,0,0.0,"Python, Statistics, Data Analysis, SQL"
13,Fractal Analytics,Data Scientist,9.0,0,0.0,"Python, Machine Learning, Statistics, SQL, Pandas"
13,Tredence,Business Analyst,8.0,0,0.0,"SQL, Power BI, Excel, Data Analysis"
13,LTIMindtree,Software Engineer,4.0,0,0.0,"Java, SQL, Data Structures"
14,Fractal Analytics,Data Scientist,9.0,1,40.0,"Python, Statistics, Pandas"
14,Cognizant,Programmer Analyst,4.0,0,33.3,"Java, Problem Solving"
14,HCL,Software Engineer,4.0,0,33.3,"C, Data Structures"
14,LTIMindtree,Software Engineer,4.0,0,33.3,"Java, Data Structures"
14,TCS,Assistant System Engineer,3.5,0,25.0,"Data Structures, Java, Communication Skills"
14,Accenture,Associate Software Engineer,4.5,0,25.0,"Java, Python, Communication Skills"
14,Deloitte,Analyst,6.0,0,25.0,"Excel, Communication Skills, Data Analysis"
14,Mu Sigma,Data Analyst,7.0,0,25.0,"Python, Statistics, Data Analysis"
14,Tredence,Business Analyst,8.0,0,25.0,"Power BI, Excel, Data Analysis"
14,Infosys,Systems Engineer,4.0,0,0.0,"Java, Python, DBMS, Communication Skills"
14,Wipro,Project Engineer,3.8,0,0.0,"C++, Data Structures, Operating Systems"
14,Capgemini,Software Engineer,4.2,0,0.0,"C++, Java, DBMS"
14,TechMahindra,Software Engineer,3.6,0,0.0,"Java, Networking, Communication Skills"
14,Amazon,SDE-1,18.0,0,0.0,"Data Structures, Algorithms, System Design, Java, Python"
14,Microsoft,SDE-1,22.0,0,0.0,"Data Structures, Algorithms, C++, System Design, Operating Systems"
14,Google,SWE,25.0,0,0.0,"Data Structures, Algorithms, System Design, Python, Computer Networks"
14,Adobe,Member Technical Staff,20.0,0,0.0,"Data Structures, Algorithms, Java, Problem Solving"
14,Flipkart,SDE-1,16.0,0,0.0,"Data Structures, Algorithms, Java, REST API"
14,Zoho,Software Developer,6.5,0,0.0,"Java, C++, Data Structures, DBMS"
14,Persistent Systems,Software Engineer,5.5,0,0.0,"Java, Python, Data Structures, Git"
15,TCS,Assistant System Engineer,3.5,0,0.0,"Data Structures, Java, SQL, Communication Skills"
15,Infosys,Systems Engineer,4.0,0,0.0,"Java, Python, DBMS, Communication Skills"
15,Wipro,Project Engineer,3.8,0,0.0,"C++, Data Structures, Operating Systems"
15,Cognizant,Programmer Analyst,4.0,0,0.0,"Java, SQL, Problem Solving"
15,Accenture,Associate Software Engineer,4.5,0,0.0,"Java, Python, Communication Skills, Agile"
15,Capgemini,Software Engineer,4.2,0,0.0,"C++, Java, DBMS"
15,TechMahindra,Software Engineer,3.6,0,0.0,"Java, Networking, Communication Skills"
15,HCL,Software Engineer,4.0,0,0.0,"C, Data Structures, SQL"
15,Amazon,SDE-1,18.0,0,0.0,"Data Structures, Algorithms, System Design, Java, Python"
15,Microsoft,SDE-1,22.0,0,0.0,"Data Structures, Algorithms, C++, System Design, Operating Systems"
15,Google,SWE,25.0,0,0.0,"Data Structures, Algorithms, System Design, Python, Computer Networks"
15,Adobe,Member Technical Staff,20.0,0,0.0,"Data Structures, Algorithms, Java, Problem Solving"
15,Flipkart,SDE-1,16.0,0,0.0,"Data Structures, Algorithms, Java, REST API"
15,Deloitte,Analyst,6.0,0,0.0,"Excel, SQL, Communication Skills, Data Analysis"
15,Zoho,Software Developer,6.5,0,0.0,"Java, C++, Data Structures, DBMS"
15,Mu Sigma,Data Analyst,7.0,0,0.0,"Python, Statistics, Data Analysis, SQL"
15,Fractal Analytics,Data Scientist,9.0,0,0.0,"Python, Machine Learning, Statistics, SQL, Pandas"
15,Tredence,Business Analyst,8.0,0,0.0,"SQL, Power BI, Excel, Data Analysis"
15,LTIMindtree,Software Engineer,4.0,0,0.0,"Java, SQL, Data Structures"
15,Persistent Systems,Software Engineer,5.5,0,0.0,"Java, Python, Data Structures, Git"
16,HCL,Software Engineer,4.0,0,33.3,"Data Structures, SQL"
16,Persistent Systems,Software Engineer,5.5,0,25.0,"Java, Python, Data Structures"
16,TCS,Assistant System Engineer,3.5,0,0.0,"Data Structures, Java, SQL, Communication Skills"
16,Infosys,Systems Engineer,4.0,0,0.0,"Java, Python, DBMS, Communication Skills"
16,Wipro,Project Engineer,3.8,0,0.0,"C++, Data Structures, Operating Systems"
16,Cognizant,Programmer Analyst,4.0,0,0.0,"Java, SQL, Problem Solving"
16,Accenture,Associate Software Engineer,4.5,0,0.0,"Java, Python, Communication Skills, Agile"
16,Capgemini,Software Engineer,4.2,0,0.0,"C++, Java, DBMS"
16,TechMahindra,Software Engineer,3.6,0,0.0,"Java, Networking, Communication Skills"
16,Amazon,SDE-1,18.0,0,0.0,"Data Structures, Algorithms, System Design, Java, Python"
16,Microsoft,SDE-1,22.0,0,0.0,"Data Structures, Algorithms, C++, System Design, Operating Systems"
16,Google,SWE,25.0,0,0.0,"Data Structures, Algorithms, System Design, Python, Computer Networks"
16,Adobe,Member Technical Staff,20.0,0,0.0,"Data Structures, Algorithms, Java, Problem Solving"
16,Flipkart,SDE-1,16.0,0,0.0,"Data Structures, Algorithms, Java, REST API"
16,Deloitte,Analyst,6.0,0,0.0,"Excel, SQL, Communication Skills, Data Analysis"
16,Zoho,Software Developer,6.5,0,0.0,"Java, C++, Data Structures, DBMS"
16,Mu Sigma,Data Analyst,7.0,0,0.0,"Python, Statistics, Data Analysis, SQL"
16,Fractal Analytics,Data Scientist,9.0,0,0.0,"Python, Machine Learning, Statistics, SQL, Pandas"
16,Tredence,Business Analyst,8.0,0,0.0,"SQL, Power BI, Excel, Data Analysis"
16,LTIMindtree,Software Engineer,4.0,0,0.0,"Java, SQL, Data Structures"
17,Wipro,Project Engineer,3.8,0,33.3,"C++, Data Structures"
17,Microsoft,SDE-1,22.0,0,20.0,"Data Structures, Algorithms, C++, System Design"
17,TCS,Assistant System Engineer,3.5,0,0.0,"Data Structures, Java, SQL, Communication Skills"
17,Infosys,Systems Engineer,4.0,0,0.0,"Java, Python, DBMS, Communication Skills"
17,Cognizant,Programmer Analyst,4.0,0,0.0,"Java, SQL, Problem Solving"
17,Accenture,Associate Software Engineer,4.5,0,0.0,"Java, Python, Communication Skills, Agile"
17,Capgemini,Software Engineer,4.2,0,0.0,"C++, Java, DBMS"
17,TechMahindra,Software Engineer,3.6,0,0.0,"Java, Networking, Communication Skills"
17,HCL,Software Engineer,4.0,0,0.0,"C, Data Structures, SQL"
17,Amazon,SDE-1,18.0,0,0.0,"Data Structures, Algorithms, System Design, Java, Python"
17,Google,SWE,25.0,0,0.0,"Data Structures, Algorithms, System Design, Python, Computer Networks"
17,Adobe,Member Technical Staff,20.0,0,0.0,"Data Structures, Algorithms, Java, Problem Solving"
